"","cor w cell mixing","residual SD from cell mixing"
"CCL26",0.767216297465904,0.324159280984119
"GAGE1",0.842446933212273,0.284024013743375
"LYZ",0.999918033730076,0.202656910362045
"SNCA",0.86543610027777,0.286133058938979
"LCN2",0.796577722534137,0.295766492468482
"EFNA5",0.921409864909085,0.202748299759527
"KLRB1",0.966066382674405,0.274797683576971
"SGK2",0.796387397936262,0.297394582597775
"DST",0.805383856895344,0.312323399360137
"CCL21",0.999387317718594,0.294898255213622
"LIG4",0.930165949208834,0.228428740301395
"ALK",0.833859992029766,0.325196575585848
"PDGFRA",0.898860041126763,0.221409129230102
"NDUFA3",0.903707614980085,0.226074350630984
"ITGA1",0.947775576831242,0.24682958819418
"EIF5AL1",0.80890750251861,0.283319572311657
"FZD2",0.851703999120187,0.245098490054888
"CHUK",0.868538526384089,0.23951040325812
"PIK3R5",0.977878174273706,0.255245954227185
"IL6ST",0.967201780766095,0.24596912400127
"YTHDF2",0.89291547213706,0.238276079925219
"SPRY1",0.928331481411225,0.224069898920677
"NDUFA11",0.772802455816389,0.424407332857386
"DTX3",0.817653937279958,0.251177355070298
"CD53",0.997574254994995,0.231450955086721
"PPP2R3A",0.740084581502421,0.310097165789644
"IFIH1",0.911317936646854,0.265054082949238
"PITX2",0.877895633329608,0.258378094418433
"CLEC14A",0.898112944212174,0.25809678283171
"IFNB1",0.730191026823018,0.423853636428745
"SLC2A1",0.149088790737155,0.988380677921033
"CSF2RB",0.996048046043069,0.224185540827988
"FANCC",0.808911398946189,0.266371104826382
"GNG7",0.965524141471967,0.262227160739597
"CKLF",0.820368952556922,0.342247919857513
"NF1",0.921352343783783,0.229610705119537
"SOCS3",0.958403531631671,0.191555624232513
"MAP3K12",0.74956360167669,0.289703269781207
"WRN",0.783689361152903,0.254110239588955
"RAF1",0.820485058737228,0.289020047861801
"EPOR",0.793797114877348,0.284664545085231
"BTLA",0.97330329382219,0.259922896956093
"UBC",0.838780621709618,0.264437969608304
"CD44",0.747036325016721,0.333212182230229
"PRG2",0.839556224467778,0.307028518572403
"ITGA2",0.614259194741199,0.421749408250374
"CDC20",0.734484993471934,0.575066474004952
"PPP2CB",0.773744860729382,0.293811621942015
"TCL1A",0.939274432848865,0.294489188836526
"TNFAIP6",0.771758680540125,0.360738180776026
"RASGRP2",0.995939166614562,0.289090501256075
"ITGAL",0.998091127916877,0.214053133613232
"LGALS9",0.98377150858544,0.251932287153508
"TDO2",0.893212135696394,0.249035215204965
"SMAD4",0.879783048170035,0.227810584184272
"TLR4",0.944111290121465,0.269639796705468
"CXXC4",0.887294327778868,0.254584824049107
"FZD8",0.27385975634607,0.747902052301368
"CD19",0.996730680419751,0.280662733974141
"ARMH3",0.932200079895525,0.199700262444084
"ICAM4",0.881505744850134,0.259573686935736
"CTCFL",0.864728049671234,0.264589240902756
"SIGLEC8",0.878756774588104,0.281165116674058
"ACVR1B",0.815768766542363,0.263653146771636
"TTC30A",0.821504941780243,0.28093360053778
"CXADR",0.821123428086556,0.267173605361032
"ROPN1",0.907941973758766,0.240977371233107
"IGF2R",0.856017079768727,0.281238882129161
"SRD5A2",0.825002614211164,0.309490796569558
"WNT5A",0.848223800753759,0.27173888759219
"SOD1",0.782264557070091,0.394958634645128
"S100A9",0.989990529788458,0.253694690956678
"HLA-DOB",0.996766028409695,0.268878936823397
"POLB",0.756603809039678,0.319188923139672
"PRMT8",0.834256454924143,0.282019156522196
"TGFB3",0.812695048897611,0.266656262577368
"FGF6",0.858527114192891,0.290121941081314
"APOA1",0.812679568991846,0.275060737091176
"CYLD",0.961319742072261,0.199757981579394
"CXCR4",0.997715465670669,0.263147341096765
"TMEM45B",0.804007678257931,0.31829666169003
"MYBL2",0.872093444225766,0.407532587243025
"ICAM1",0.946518475376758,0.323444610585636
"ATP5F1D",0.782738945022132,0.379392377319666
"PRDX5",0.767295179519624,0.327004326997953
"IL22RA1",0.810692637818836,0.307992508236771
"RUNX1",0.780049018123783,0.305230333114917
"NDUFB4",0.839176443320841,0.274198681264408
"PTPRR",0.832900482825018,0.297426775800356
"ARG1",0.850837818974855,0.277171364643415
"ITGAV",0.850732216234106,0.288032778183886
"DAXX",0.886688083785787,0.248562681342722
"C8B",0.836670618885218,0.306087590351413
"IRAK1",0.745197165571318,0.461892458391227
"GDF15",0.702714732459301,0.346775789931374
"PLD1",0.798170913594428,0.273331599192791
"DOCK9",0.89355043441037,0.306126408153247
"CRABP2",0.677599547994763,0.481291733693748
"ID4",0.879666234260095,0.275801221633995
"ETS1",0.916762188741074,0.353726797366139
"CXCL9",0.989609589800393,0.268608996968601
"CCL2",0.493531801386425,0.996493257772138
"MARCO",0.867908049977303,0.280541491516486
"KRT7",0.537281162279077,0.49321851268705
"HDAC11",0.745077848617589,0.293366023090322
"TNFRSF10D",0.72148155672133,0.352427455859141
"PSMB9",0.938891500405592,0.337502922456279
"CCR6",0.989073210013313,0.234227802386553
"FUT7",0.956974007603764,0.241081248450735
"HACD2",0.916775653647973,0.212791308237395
"TNF",0.933444581064936,0.235575109735568
"PIK3R2",0.785759268173333,0.376923874824589
"LILRB2",0.949845308083802,0.334653595936723
"SERINC5",0.959121158736964,0.230567169541924
"VEGFD",0.850301059746807,0.304983904498347
"KMT2C",0.901995258193736,0.209792728668368
"ICAM5",0.561331387639077,0.454667445279383
"AREG",0.845799230157889,0.259571911865628
"CRLF2",0.902026872377386,0.273872902698193
"DKK4",0.742368161277084,0.335966005103077
"C4BPA",0.88193359740384,0.275382557168149
"CCL27",0.860038429469814,0.357827004008324
"IL18",0.970768027352134,0.234426014333906
"NUMBL",0.732384587811647,0.308409946387043
"CD2",0.988508961041441,0.222894353881877
"CASP1",0.926794402388948,0.227141627317457
"MAGEA4",0.811940993367076,0.274501143164662
"TLR6",0.961034263034884,0.25112179760732
"IRF7",0.977375667912323,0.277229274202112
"FOS",0.981805818190431,0.330962828672748
"CDH2",0.792499218630013,0.418215938496439
"LIF",0.439692032446036,0.595207646984479
"PDK1",0.836415774199452,0.383459363178815
"NT5E",0.643704489160446,0.557606054076858
"CASP12",0.845517570457594,0.278369690177836
"PAX8",0.860396644147445,0.2943383694337
"IKBKB",0.838638942043582,0.328949268610605
"DLL4",0.926771540876051,0.304405706032086
"EIF4EBP1",0.705500027213373,0.648185056078057
"PKM",0.750102750203673,0.506138732184875
"IFNA1",0.852092064426752,0.361083396345546
"CT45A1",0.659756836523746,0.412782214937404
"SERINC1",0.84983558292917,0.290125085652201
"CUL1",0.83661911350204,0.290022991362723
"PIK3CG",0.97497045256276,0.250098895999744
"FUT8",0.909604233055658,0.251987014042739
"TNR",0.876024460187266,0.268991316501602
"PAK3",0.806116490234353,0.279721182254802
"CCL11",0.882288748563082,0.269070536485471
"SOCS2",0.771062347612667,0.317142243736844
"NFKB1",0.947152668516404,0.231863257038806
"ANGPT2",0.907916228551063,0.274020477994519
"GBP4",0.958146797846715,0.256145850089925
"NODAL",0.830094771321644,0.305893556481821
"PAX3",0.830058444104843,0.307053652040855
"HGF",0.703886372204068,0.547154087852521
"MR1",0.916777065244186,0.277944605656468
"IGF1",0.91444110141345,0.30896888430319
"UBA7",0.925570473540713,0.268274797272618
"INHBA",0.636488040146658,0.419201228044275
"CCL14",0.847745539967273,0.308427438638629
"FUT5",0.840607135436637,0.258691594681702
"FGF10",0.803708064181106,0.307134569694009
"MAPK10",0.881862473343695,0.245618962238268
"FPR2",0.802859543870222,0.295484372583068
"PYCARD",0.80453126826931,0.352200026784441
"WIPF1",0.991234652990127,0.248000469596081
"STK11IP",0.885305176847285,0.249606460760864
"CLCF1",0.897182599473767,0.236007283010109
"PRAME",0.865553646818677,0.275714823100041
"COL4A3",0.93141352009408,0.282746125349445
"TACSTD2",0.906365572035867,0.274539745411759
"IRAK3",0.914689480403757,0.265126056036983
"ITGAM",0.966905680889919,0.260950869352357
"ACVR2A",0.907060835054742,0.217302860789889
"CXCR5",0.980863592343212,0.233769776956222
"CXCL16",0.938932441895093,0.243100386344147
"CACNA1E",0.871435052982583,0.277124737606093
"MS4A6A",0.988831556982792,0.257770710068952
"GBP1",0.899662736256886,0.257444510287374
"SPA17",0.789790408596333,0.289741293891772
"SLC39A6",0.79561945909094,0.312280786992162
"MBNL1",0.913374814843478,0.323404018226167
"RIPK1",0.906035214281482,0.22811570768312
"TAP1",0.966630089327256,0.203245987878996
"FZD5",0.861171119886502,0.279309387525685
"FBP1",0.889791912793636,0.271621810015434
"CDK4",0.791217113837888,0.444767736174422
"PGR",0.85728380183754,0.257625171823091
"RNLS",0.863527082960687,0.255988631494191
"CD27",0.997254389975361,0.271180734300999
"AIRE",0.904829540102247,0.246241406633126
"CFI",0.899260645065174,0.269011675450259
"NFKBIZ",0.791177977018908,0.323075363927756
"PPBP",0.819025512811277,0.305976049223079
"H2AX",0.743447931578028,0.524794814382205
"CSF1R",0.988412424929378,0.222423612260258
"ZEB2",0.969824698462734,0.197837692282075
"HES5",0.834116095784799,0.289042163887259
"ATP11C",0.809878945245632,0.276010392850217
"CD6",0.993389778192224,0.238957478025072
"IL10",0.888488726020499,0.299943054931479
"TPR",0.94571795487671,0.199008903361552
"NFATC1",0.956340872897385,0.265229513489454
"SKP2",0.868379984112425,0.240664428769255
"ANXA1",0.774274840427618,0.508149572928266
"PTEN",0.918279716142211,0.200492005173385
"PLAT",0.592795497489219,0.412369239478768
"POLR2D",0.822806434680695,0.296752533954551
"TOLLIP",0.867586372476464,0.216454945491582
"PDGFA",0.724101500818557,0.328499531653313
"SOD2",0.748629355498271,0.406350832483367
"PTPN11",0.808319083725082,0.314962809195219
"NDC80",0.794280827910902,0.363260731735346
"BCL6",0.899759562436999,0.269953799412215
"TWIST1",0.802677973863306,0.262987237413519
"TMPRSS2",0.838892401174673,0.290763538989205
"MRC1",0.875570592178666,0.306642822415474
"IFIT1",0.837944418665689,0.274040520872225
"ARG2",0.763507132343677,0.30712058057247
"CCL8",0.870276512467339,0.301438591255364
"KLF4",0.740932068514805,0.327865643446769
"VEGFC",0.789418178648899,0.367759229678575
"GIMAP6",0.957219057449391,0.244970477517131
"GPX4",0.821818840450467,0.296500697287842
"RPTOR",0.893399895071519,0.235283670249303
"FAM30A",0.972576114421925,0.247464369635539
"ADH1B",0.936004158615344,0.381378169443588
"GNA11",0.791968713801875,0.324493196234624
"BMI1",0.867166758912279,0.272258449557814
"LBP",0.812147558812492,0.316650587133136
"PDGFC",0.757619029147573,0.336191653812858
"MCAM",0.89417222643122,0.270137000260064
"ASNS",0.519860190858432,0.571096444516296
"WNT7B",0.825275006629191,0.290496159300212
"PRKACB",0.858849069335695,0.370745585410422
"CCL22",0.889908313876863,0.273704507422348
"FH",0.812888785661618,0.363160004950658
"PRKACG",0.840864882720729,0.277943422532668
"FPR1",0.873400198756684,0.302289991051808
"IL3RA",0.939804962898115,0.287695122138644
"IFIT2",0.785544813715855,0.315040980669929
"KDR",0.909329854028661,0.272553332696843
"PUM1",0.909210831207823,0.189756050243765
"LY6E",0.848149878733207,0.352518909366854
"TAB1",0.906610244636663,0.259331196013254
"RHOA",0.726887746839807,0.444703469396269
"TNFSF12",0.909100774092119,0.229392107950618
"TNFRSF1A",0.929683958239161,0.181993273798903
"ATG5",0.843472051392845,0.277105819189715
"IL13RA1",0.864042255021675,0.301425888622262
"MYB",0.890346805215003,0.267926992393081
"MCM4",0.737434754915244,0.472028798216819
"THBS1",0.977604764866545,0.241833888568621
"CXCL10",0.912040621989211,0.276078753743689
"PPP3CC",0.957724923378126,0.259525288921355
"ANKRD28",0.840973014432965,0.288647490499894
"CDKN2C",0.802450250933174,0.281104841977771
"SFXN1",0.800133923849278,0.276884234751249
"NECTIN1",0.833410966681528,0.255769263700233
"RAC1",0.7603794082274,0.312697826823452
"PLOD2",0.358095499237092,0.898580374114503
"MICB",0.907515170170116,0.301213095433439
"HOXA11",0.733258530327625,0.307516767789233
"BMPR1B",0.793289138828336,0.329001852290453
"FLT3LG",0.930172892102385,0.241417848614463
"FOXA2",0.737256774787482,0.272996918617777
"TET2",0.935333139181588,0.258950901624141
"S100A12",0.810133609859158,0.305147995128358
"CDK6",0.639911821402606,0.422286642658153
"LDHA",0.749069354820258,0.317397178002574
"CD58",0.911415389652866,0.230906835642576
"GLS",0.942069145813466,0.209325625877331
"CCL19",0.998475713358158,0.301837668264068
"ETV7",0.878257920605257,0.29244219489124
"BCAT1",0.726216993072587,0.398051684601182
"AMER1",0.750594238648331,0.270703619324519
"PAK5",0.809784789708932,0.274263899299678
"CACNA1C",0.898949975240868,0.28337309586625
"ETV4",0.742433324503003,0.30697580514198
"NDUFB1",0.866355657228552,0.296290434384075
"SFRP4",0.865511044361312,0.257775968503784
"WNT10B",0.850059702057083,0.288350220497323
"WDR76",0.818264102904222,0.362562641012964
"GOT1",0.856211570298493,0.264752104240449
"MAP3K5",0.954278070693143,0.201271915517537
"SDHA",0.922238370575787,0.191483546452991
"TRDC",0.882784390610676,0.277364003276731
"IL17A",0.822194909811137,0.350853675956108
"EHHADH",0.839609543395546,0.251872965381038
"OTC",0.81863994046247,0.328001708515555
"SRR",0.808594680581552,0.272596834884415
"FGF4",0.80389691014152,0.306771693531813
"STAT1",0.942982096543482,0.280159585470166
"PDGFD",0.886022689476488,0.271587046048688
"BAMBI",0.889126707511658,0.259487179798095
"CYBB",0.996859730695831,0.266408427682905
"CD1C",0.915871864285121,0.298651259403566
"C8G",0.758902413498969,0.310841557364617
"ATG12",0.901989977322323,0.224025913404989
"TFE3",0.866921469022801,0.244633515880718
"LTK",0.885818039087774,0.288822317364169
"PRR5",0.914780756287916,0.327678200816814
"RFC4",0.803146969203102,0.340378765858246
"RICTOR",0.927141784001879,0.241230145271851
"CD3G",0.934643297369131,0.28676426230889
"RIMKLB",0.804514058717409,0.263233789897291
"C9",0.814787281457858,0.300972790034098
"TLR5",0.897210580986212,0.274895506997243
"SFN",0.859506018388323,0.265893954611254
"TARP",0.850140427470381,0.26358235210328
"FANCF",0.925519926220965,0.243007478600483
"IL5",0.834455645958582,0.27759248196639
"TICAM1",0.808180897744746,0.280678143023626
"HSD11B1",0.868546503733067,0.288618543526775
"MYD88",0.856795312095757,0.29039147476463
"IRF9",0.946709248884536,0.254089066582689
"NCOR1",0.949730434829857,0.189086884454182
"KRT10",0.845557943207943,0.236396307772859
"ADA",0.913676098543464,0.286195713995921
"LTBR",0.832038052870585,0.244511085378145
"SELPLG",0.95600656507793,0.251600153270723
"GHR",0.871989685663471,0.30337077139414
"TNFRSF11A",0.845299767837432,0.287785032850772
"DSC3",0.851015653872647,0.293443298116631
"FGF22",0.83163898647989,0.346396372964964
"FGF21",0.794628470536892,0.28418522732083
"MAPK11",0.869311419017908,0.277282632768647
"CMTM4",0.759342683776343,0.303138882822609
"EXO1",0.773766032229759,0.311121539219731
"KLRK1",0.96843865571104,0.220996398432592
"OLFML2B",0.885936234944746,0.305951955296427
"PMCH",0.74212657079599,0.349439660719479
"APOA4",0.808783854807933,0.295971479070969
"MELK",0.812714517585705,0.319455921585292
"IDH2",0.924658634198338,0.255843778470447
"LTA",0.893246621849716,0.279113844467371
"SSX1",0.779630511188796,0.243703768004024
"FLT3",0.950134465826013,0.250690590917817
"THEM4",0.894857650458726,0.231728023949692
"RAG1",0.835675335722706,0.283930531208536
"FGF17",0.843041709879301,0.318971773321234
"COL6A6",0.845544073819173,0.284600150631674
"CD14",0.989018757552942,0.265140667097794
"KYAT1",0.834639605554922,0.246946992115338
"PSPH",0.760004914580862,0.329349721762709
"IDH1",0.857648015244784,0.274945693432169
"OAT",0.84763306667926,0.221730868415835
"FCER1A",0.878512100405071,0.2776036395914
"CCL5",0.988992020142326,0.223128225897431
"EOMES",0.920449532767543,0.270786509164053
"TNFAIP3",0.917368964739151,0.52028744014128
"TBL1XR1",0.82936061404823,0.266668154647369
"PPARGC1A",0.844217785103556,0.29417797612424
"LCP1",0.991338658711442,0.370964805517118
"SMARCA4",0.772272586250085,0.341985829486304
"COL27A1",0.72160729571974,0.354646193730208
"EGR1",0.426219197364896,0.583402411043414
"TSHR",0.826484214084784,0.291704034985387
"IL26",0.848303806691811,0.297340239325662
"TXNIP",0.954764853635947,0.483451144467825
"BCL2A1",0.928526780174514,0.286022857637834
"ATF3",0.819535337046754,0.328403599525498
"NDUFB8",0.897413474959886,0.20967352513429
"BIRC3",0.975029668654507,0.308974083472224
"FANCE",0.789939374444522,0.277570334588981
"MAPK8",0.807996486497403,0.302649922308172
"CXCL2",0.725742335900537,0.384975304068186
"L1CAM",0.55608617015614,0.470165618588261
"JAG2",0.877639718678945,0.267173587979783
"COL11A2",0.851314017132723,0.269303137281257
"TFEB",0.970046082276615,0.269361941546903
"ID2",0.942523779411421,0.238929654524981
"IRF2",0.965492971569523,0.200471874826255
"PTGER4",0.955611077499444,0.229488718197986
"NOX1",0.74687480333514,0.309042903229661
"FAM124B",0.840528672494196,0.309245740474099
"IL5RA",0.821067759853907,0.299772204730597
"FGFR3",0.860997719248122,0.302153791897173
"TRAF2",0.844737407335441,0.242355379605623
"TNFSF13B",0.988958805681558,0.284153919391721
"XPA",0.887038069920269,0.228325839833212
"ORC6",0.865197927774066,0.29456471741957
"POLR2J",0.821427684912749,0.264106050615209
"IL1RAPL2",0.733038225862756,0.308410155466656
"P4HA2",0.272344890775651,0.712747437044416
"HLA-DRB3",0.981028944385096,0.321882506732433
"PIK3CA",0.870789706208207,0.221034592824035
"RASGRF2",0.896182928619078,0.258555592658619
"FGF13",0.578882346411618,0.554273250970581
"IL11",0.743426191001083,0.381057281573829
"COL4A6",0.787601154045418,0.289885094026402
"CCL15",0.803531881701126,0.262041476624277
"BTK",0.98987827874775,0.241997829753519
"LCOR",0.872654661878925,0.246687860226165
"NFIL3",0.592558214863548,0.436483340718829
"CMA1",0.831849887740841,0.29496551140883
"GRB2",0.897849932430994,0.265671643253938
"CARD11",0.95516167690938,0.287856823874326
"ABCF1",0.834624462757984,0.275986921262229
"RHOB",0.78652151375044,0.475464569319343
"PTTG2",0.829294541990939,0.378957037193115
"MKI67",0.776776104718033,0.465187161690498
"HLA-DMB",0.997662868663039,0.25173417839706
"ID1",0.784864036924814,0.3207074855511
"DMBT1",0.877914715830041,0.274897753733466
"ITGA7",0.765273250952501,0.306700323491357
"IFNA8",0.786706348687628,0.376768296502164
"MSH6",0.774273754159286,0.316138190539943
"CGAS",0.943035606114554,0.209241438717229
"JAK2",0.962146224650946,0.282605580999775
"BID",0.861405094121504,0.250289577084352
"HES1",0.733234057709022,0.385375107128742
"S100A7",0.880740983359874,0.25610517860364
"MAGEA12",0.865177428745902,0.271489832428015
"HRAS",0.743338123449792,0.330142278350744
"CASP7",0.852068930801134,0.255482786386753
"TGFBR1",0.884226171498063,0.248225612768344
"ASCL1",0.807227743386982,0.339150840725119
"U2AF1",0.770744985827542,0.334680095918806
"MAP3K7",0.867099244465699,0.243902566946815
"JUN",0.465598444699929,0.582386313397281
"CTSS",0.993158148365751,0.348346537435341
"EDN1",0.852483820168016,0.253816238106037
"CX3CL1",0.880512028443819,0.300528848456213
"IL34",0.918108414039053,0.264567003755124
"H3C8",0.780108476923576,0.790382710911798
"C3AR1",0.878899547065466,0.262394556593179
"WEE1",0.831303851273643,0.259525647874155
"SERINC3",0.836061175652008,0.26034284653068
"CD1B",0.830141945159005,0.314471052226929
"ISG20",0.969845244302741,0.235457930453054
"NegProbe",0.811475450432181,0.323994212369156
"ANLN",0.719776268420742,0.48865861087046
"CXCR1",0.831332812419836,0.29633114547986
"MAF",0.972798154483754,0.261936244011883
"BRD4",0.850877323351673,0.234698905129995
"VSIR",0.987446678984389,0.207860906483098
"SF3A1",0.883425835582984,0.25866206232965
"CCNB3",0.837521795433724,0.301847310353744
"IL11RA",0.92953755948725,0.278261310283282
"MSH2",0.813916772734289,0.31597529618947
"CD244",0.883317323133067,0.304663094098576
"LRP2",0.767258238115984,0.342149769863863
"RAD50",0.844780984860193,0.273189411269067
"CACNA2D3",0.856645264868164,0.271767573760528
"LAT",0.978102975323292,0.222169450639376
"NFATC4",0.813102339388511,0.293791431412209
"TNFRSF4",0.897499632956133,0.273880227615668
"PPP3R1",0.952126755038065,0.212228333660584
"CHIT1",0.904804889329429,0.263407929906468
"BAD",0.827530441723932,0.259030833835862
"FGFR1",0.443717729640281,0.551726585856612
"ATG10",0.884998272561248,0.251640308835748
"DUSP6",0.74237695156606,0.4040203084758
"CR2",0.992353393195265,0.269690170909933
"UBE2T",0.779164561176347,0.361847299582587
"ENTPD1",0.982109651011974,0.231084761069185
"DEFB1",0.835904471784478,0.285750487855107
"HERC6",0.865966096572258,0.269875452259193
"CACNA1G",0.748754951947342,0.290604494877688
"F13A1",0.88536102800896,0.258937279807383
"FCGRT",0.954686405128348,0.202237535844271
"AKAP1",0.745932372261504,0.317984438556789
"NOTCH1",0.962944546844278,0.191464578650773
"KLRC1",0.878269104761717,0.282571007614373
"JAG1",0.782420612325351,0.300204599117532
"ARID2",0.896783612050712,0.207496330575437
"NDC1",0.817085084402202,0.298080473896899
"IL21R",0.984011845960725,0.207247676156653
"FGF11",0.873323560115462,0.264460795588836
"CTAG1B",0.621436375886714,0.392846672680694
"TP73",0.880745006687685,0.281302955485685
"HOXA9",0.734882562927195,0.304793650174196
"GPI",0.784353255298503,0.378735974689434
"KIR3DL2",0.806178198648351,0.355466418776239
"PRKAR2B",0.888938080747241,0.276378509881431
"MAP3K20",0.810265971426919,0.279373146208672
"BMP2",0.463351443903116,0.670251769754084
"MAP3K1",0.986209146293326,0.236546157865436
"POU2AF1",0.995457778057202,0.22947108521186
"SMAD2",0.924983490762326,0.236896510402534
"CCL7",0.506729074033289,0.631655550734081
"ATP5ME",0.838608738423221,0.306412642811201
"TNFRSF10C",0.887752503345027,0.292094804866189
"ACY1",0.704085593985688,0.401306627655257
"INHBB",0.856631667287069,0.302004418718766
"CXCL5",0.822657675541615,0.357416691965958
"SOST",0.888196217105548,0.252894576213706
"HSD17B8",0.877002678184053,0.245600067403295
"COL11A1",0.600609271945781,0.391910144796427
"IL17B",0.824971042845891,0.313037588721132
"ITGAE",0.912220674393648,0.267604056453537
"UTY",0.993404490979582,0.277512649340394
"CEACAM1",0.854083956495968,0.286030814491192
"GNLY",0.958898734261649,0.261784509574328
"UQCR11",0.806844542150305,0.289105341719847
"EBI3",0.916459627147789,0.263947856448426
"RRM2",0.710227910178096,0.571256390107297
"SHC1",0.77435022487749,0.303928723474758
"TNFRSF18",0.926846484654162,0.291159444920948
"IRF3",0.871307218990312,0.254702471902091
"FGFR4",0.880138406876128,0.271348030179172
"CD163",0.925244484699434,0.237186300803471
"LRP6",0.867683522895874,0.206703850344022
"MAGEC2",0.609248008166553,0.713560744854244
"SFRP2",0.832440372152239,0.306673623633737
"MEN1",0.848236448277843,0.264250832715643
"IL17RA",0.96092987257292,0.183918663509768
"BCL10",0.814071175233406,0.287152944153429
"BMP5",0.84971492843161,0.258539312166868
"APP",0.814452384027473,0.412694108618556
"MUC4",0.83508562340115,0.279134000211398
"TNFRSF17",0.949616434596481,0.297152701925937
"ZBTB20",0.950412183341748,0.234749365055613
"CCL13",0.866669097491564,0.278437506913952
"MME",0.231311935431067,0.932220749076401
"HAVCR2",0.973652200110065,0.213362209183181
"FCER2",0.959616889871951,0.262047257029118
"PGF",0.826928847982149,0.307887372525302
"OLR1",0.821516674866742,0.392694502951744
"PMAIP1",0.64562807749728,0.403433256006052
"DKK1",0.682859683112256,0.727389945292677
"NDUFA6",0.823156907145046,0.317337078715272
"SPN",0.973204294835064,0.241272308537642
"CFB",0.955002661348735,0.221958642846455
"NLRP3",0.854702572326434,0.296034210061591
"CD160",0.85943633413937,0.303515882061913
"IL25",0.837554050000635,0.281012636174985
"RBX1",0.897479508181948,0.260246073374028
"FOLH1",0.840085622438057,0.249583913905701
"BIRC7",0.819482032274434,0.321972629150647
"PTGDR2",0.85515290209842,0.271478571415688
"HMGA2",0.761397345977289,0.365613896132208
"HDC",0.835847794134801,0.310932105099478
"FAAP24",0.821716826022326,0.254212499759579
"ITGA9",0.914929278480398,0.281228593073454
"CFD",0.895810923910218,0.269366629941014
"CCNO",0.813648844195817,0.30115909917103
"ELMO1",0.990275044889327,0.207444293556978
"CD68",0.861154869917849,0.35630331444843
"NUPR1",0.85597556674821,0.28531741780892
"NKX3-1",0.832602949013644,0.317655234822114
"IFNAR2",0.971773983874829,0.194928966647599
"FGF20",0.879626678456397,0.276335638488016
"CTSW",0.964363629251421,0.222144194989812
"IRF1",0.95231661489434,0.265903114889709
"RXRG",0.850632384025659,0.311765129760292
"ITK",0.970198418658147,0.245945121231527
"SMC3",0.829905680016372,0.293058677865118
"SIN3A",0.871918424457404,0.235248313462187
"HMGN5",0.687465674129532,0.40848511864045
"KMT2D",0.884301073317162,0.232128136249435
"TNN",0.776887897187546,0.316502042871613
"PRKAR1B",0.775441134405275,0.351547221185854
"NDUFB7",0.835683579494756,0.281419447213488
"DSP",0.96137142932115,0.253623185366097
"COL4A5",0.714162152974158,0.321873614095846
"MAPT",0.703892196210268,0.328876111619712
"RASGRF1",0.841566772589663,0.273188604495447
"MDM4",0.988335880891234,0.205905671135189
"PDCD1",0.936386938224972,0.255551150895711
"SNAI2",0.694383986978464,0.416752481488884
"PSMC4",0.824768385663829,0.28677801477772
"NOS2",0.855294497653431,0.278860451537448
"POU2F2",0.980367775557397,0.269620998707617
"MYC",0.63839785888342,0.502534473750733
"PASD1",0.812212534655728,0.303414948549347
"NFAM1",0.926805985224656,0.263296469161905
"MECOM",0.804246811630973,0.274025381465195
"GATA1",0.831756851031245,0.273951464319468
"DEFB134",0.885430138446749,0.275108724925742
"TNFSF4",0.840120156806022,0.289397249387077
"PHF6",0.793298807056551,0.329427821024979
"H3C2",0.862154219475346,0.707649446677245
"BAX",0.79348127340478,0.382618767634153
"UQCR10",0.846918122044535,0.271630380558192
"POLR2A",0.798135534400064,0.279654795094002
"CD180",0.986111636950857,0.269333327596611
"CHAD",0.779822602472255,0.291596225251226
"CXCL8",0.0256367932117001,1.05414359847721
"GAS1",0.936961061469597,0.232608499787667
"SPANXB1",0.729477193604307,0.446058879067901
"SHC4",0.808789592578983,0.26080012670654
"ITGB7",0.98715204438235,0.251199621619688
"SAMSN1",0.983651359464667,0.254852602173915
"TNFSF18",0.857087404083247,0.309859307495288
"TNFRSF11B",0.873720283170115,0.312084342989402
"IFNA17",0.874634004729058,0.293086572181341
"CD3D",0.99183853276753,0.213424164258642
"MIA",0.883062764821758,0.255384620326795
"SMAD5",0.834373948846821,0.257138333841682
"SPINK5",0.930153528692794,0.270285817488547
"CMKLR1",0.957823007947614,0.242679621675518
"PSEN2",0.915779233541664,0.240045398136735
"PRDM1",0.936523769391769,0.426584669903171
"CD79A",0.996398626301394,0.280647110538506
"BCL6B",0.888153924701453,0.281504155198371
"CXCL13",0.997512713044025,0.293468914401205
"LIFR",0.805706204637983,0.309855817206681
"MEF2C",0.777297374967283,0.353311062890133
"TPTE",0.881464479099237,0.27033476289195
"DDX58",0.909420284808167,0.314404467130372
"GMIP",0.981187424854473,0.176118357069692
"PEBP1",0.806787547964213,0.426458281335411
"BRCA1",0.876119005945414,0.294545961032849
"BCL2L1",0.740625833878491,0.318269717967115
"NOD1",0.849622478525265,0.252895324172935
"TBK1",0.828868922418578,0.254402482586122
"RAD51C",0.839731754769147,0.278664877734416
"MXI1",0.579078019160333,0.426089050413215
"MCAT",0.84166505053302,0.260658038646121
"RIPK3",0.956478958142102,0.25967868352534
"STAT4",0.922915402829342,0.291752316637557
"FASLG",0.916864240722355,0.265950200299704
"LILRA5",0.863203640700686,0.271918679554734
"COL1A2",0.866073762376511,0.394753624825859
"CD276",0.714869594539869,0.359790303844113
"CTSG",0.86697366496023,0.320761740955646
